YEAR,MONTH,HOUR,WEEKDAY,LATITUDE,LONGITUDE,VISIBILITY,LIGHT,ACCLASS,INJURY,PEDESTRIAN,CYCLIST
2013,5,17,3,43.64738425,-79.38609705,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,6,17,0,43.77432593,-79.26690302,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2009,10,16,0,43.76234538,-79.36189029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,9,17,4,43.75394538,-79.23419029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,5,17,3,43.64738425,-79.38609705,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,5,17,3,43.64738425,-79.38609705,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,6,17,0,43.69944538,-79.32139029,Rain,Daylight,Non-Fatal Injury,Major,0,1
2016,3,17,0,43.6827503,-79.34627924,Clear,Dusk,Non-Fatal Injury,None,1,0
2016,3,17,0,43.6827503,-79.34627924,Clear,Dusk,Non-Fatal Injury,Major,1,0
2009,11,17,5,43.71034538,-79.25899029,Clear,Dark,Non-Fatal Injury,Major,0,1
2009,11,17,5,43.71034538,-79.25899029,Clear,Dark,Non-Fatal Injury,None,0,1
2010,10,17,0,43.76774538,-79.38309029,Clear,Dark,Non-Fatal Injury,Minor,0,0
2010,10,17,0,43.76774538,-79.38309029,Clear,Dark,Non-Fatal Injury, ,0,0
2010,10,17,0,43.76774538,-79.38309029,Clear,Dark,Non-Fatal Injury,Major,0,0
2010,10,17,0,43.76774538,-79.38309029,Clear,Dark,Non-Fatal Injury, ,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2010,11,17,0,43.68754538,-79.40189029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,12,17,6,43.68294538,-79.44509029,Clear,"Dark, artificial",Non-Fatal Injury,None,0,0
2011,12,17,6,43.68294538,-79.44509029,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2011,12,17,6,43.68294538,-79.44509029,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2011,12,17,1,43.63144538,-79.55229029,Rain,Dark,Non-Fatal Injury,None,1,0
2011,12,17,1,43.63144538,-79.55229029,Rain,Dark,Non-Fatal Injury,Major,1,0
2012,7,17,1,43.65464538,-79.38579029,Clear,Daylight,Non-Fatal Injury, ,0,1
2012,7,17,1,43.65464538,-79.38579029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,7,17,1,43.65464538,-79.38579029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2014,1,17,1,43.7795368,-79.26484309,Clear,"Dark, artificial",Non-Fatal Injury,None,0,0
2014,1,17,1,43.7795368,-79.26484309,Clear,"Dark, artificial",Non-Fatal Injury,Minimal,0,0
2014,1,17,1,43.7795368,-79.26484309,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2014,1,17,1,43.7795368,-79.26484309,Clear,"Dark, artificial",Non-Fatal Injury,None,0,0
2014,1,17,1,43.7795368,-79.26484309,Clear,"Dark, artificial",Non-Fatal Injury,None,0,0
2014,12,17,4,43.81625326,-79.22759638,Clear,Dark,Fatal,None,1,0
2014,12,17,4,43.81625326,-79.22759638,Clear,Dark,Fatal,Fatal,1,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Major,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,5,17,5,43.73723562,-79.24518214,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2007,4,17,5,43.66714538,-79.40149029,Clear,Daylight,Non-Fatal Injury,None,0,1
2007,4,17,5,43.66714538,-79.40149029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2007,4,17,5,43.66714538,-79.40149029,Clear,Daylight,Non-Fatal Injury,None,0,1
2010,1,17,6,43.68674538,-79.59559029,Rain,Dark,Non-Fatal Injury,None,1,0
2010,1,17,6,43.68674538,-79.59559029,Rain,Dark,Non-Fatal Injury,Major,1,0
2013,12,17,3,43.65116842,-79.41159449,Clear,"Dark, artificial",Fatal,None,1,0
2013,12,17,3,43.65116842,-79.41159449,Clear,"Dark, artificial",Fatal,Fatal,1,0
2007,11,17,3,43.72084538,-79.24149029,Clear,Dark,Non-Fatal Injury,None,1,0
2007,11,17,3,43.72084538,-79.24149029,Clear,Dark,Non-Fatal Injury,Major,1,0
2011,8,17,1,43.69934538,-79.50899029,Clear,"Daylight, artificial",Non-Fatal Injury, ,0,0
2011,8,17,1,43.69934538,-79.50899029,Clear,"Daylight, artificial",Non-Fatal Injury,Major,0,0
2013,5,17,0,43.78536947,-79.25646601,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2013,5,17,0,43.78536947,-79.25646601,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,5,17,0,43.78536947,-79.25646601,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2013,5,17,0,43.78536947,-79.25646601,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2013,5,17,0,43.78536947,-79.25646601,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,5,17,0,43.78536947,-79.25646601,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,9,17,1,43.69260367,-79.30236445,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,9,17,1,43.69260367,-79.30236445,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,4,17,3,43.78534538,-79.25389029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,4,17,3,43.78534538,-79.25389029,Clear,Daylight,Non-Fatal Injury,None,0,0
2008,4,17,3,43.78534538,-79.25389029,Clear,Daylight,Non-Fatal Injury,None,0,0
2008,4,17,3,43.78534538,-79.25389029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,4,17,3,43.78534538,-79.25389029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,5,17,4,43.68564538,-79.31279029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,5,17,4,43.68564538,-79.31279029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2009,5,17,4,43.68564538,-79.31279029,Clear,Daylight,Non-Fatal Injury, ,0,0
2009,7,17,0,43.68514538,-79.29469029,Clear,Daylight,Non-Fatal Injury,None,1,0
2009,7,17,0,43.68514538,-79.29469029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,1,17,3,43.81994538,-79.29809029,Clear,Dark,Non-Fatal Injury, ,1,0
2010,1,17,3,43.81994538,-79.29809029,Clear,Dark,Non-Fatal Injury,None,1,0
2010,1,17,3,43.81994538,-79.29809029,Clear,Dark,Non-Fatal Injury,Major,1,0
2012,11,17,4,43.78274538,-79.40189029,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2012,11,17,4,43.78274538,-79.40189029,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2008,7,17,5,43.65234538,-79.40599029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,7,17,5,43.65234538,-79.40599029,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,9,17,5,43.64816626,-79.55168543,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2014,9,17,5,43.64816626,-79.55168543,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,9,17,5,43.64816626,-79.55168543,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,9,17,5,43.64816626,-79.55168543,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2007,7,17,6,43.65084538,-79.34699029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,7,17,6,43.65084538,-79.34699029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,7,17,6,43.65084538,-79.34699029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,7,17,6,43.65084538,-79.34699029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,7,17,6,43.65084538,-79.34699029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,7,17,6,43.65084538,-79.34699029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,12,17,2,43.80804538,-79.26649029,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2011,12,17,2,43.80804538,-79.26649029,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2012,5,17,2,43.64674538,-79.39559029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,5,17,2,43.64674538,-79.39559029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2012,12,17,6,43.78754538,-79.26829029,"Fog, Mist, Smoke, Dust","Dark, artificial",Non-Fatal Injury,None,1,0
2011,10,17,0,43.66394538,-79.32679029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,12,17,0,43.65084538,-79.39719029,Snow,Dark,Non-Fatal Injury, ,1,0
2015,6,17,0,43.77432593,-79.26690302,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,10,17,0,43.66394538,-79.32679029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,10,16,0,43.76234538,-79.36189029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,11,17,0,43.65954538,-79.35749029,Rain,Dark,Non-Fatal Injury,None,1,0
2011,10,17,0,43.66394538,-79.32679029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2015,6,17,0,43.77432593,-79.26690302,Clear,Daylight,Non-Fatal Injury,None,0,0
2016,2,17,5,43.75535544,-79.22108851,Clear,Daylight,Non-Fatal Injury,None,0,1
2016,3,16,6,43.62995871,-79.42554865,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,12,17,2,43.71794538,-79.55859029,Clear,Dark,Non-Fatal Injury,None,1,0
2011,10,17,0,43.66394538,-79.32679029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2010,7,17,3,43.73594626,-79.25139246,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,6,17,0,43.77232702,-79.34627161,Clear,Daylight,Non-Fatal Injury,None,0,0
2016,6,17,0,43.77232702,-79.34627161,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,8,17,1,43.64681204,-79.37693415,Clear,Daylight,Non-Fatal Injury,None,0,0
2016,8,17,1,43.64681204,-79.37693415,Clear,Daylight,Non-Fatal Injury,Major,0,0
2017,12,17,5,43.78285138,-79.29014229,Clear,"Daylight, artificial",Non-Fatal Injury,None,1,0
2017,12,17,5,43.78285138,-79.29014229,Clear,"Daylight, artificial",Non-Fatal Injury,Major,1,0
2017,12,17,5,43.78285138,-79.29014229,Clear,"Daylight, artificial",Non-Fatal Injury,None,1,0
2011,11,17,1,43.74964538,-79.48759029,Rain,"Dark, artificial",Non-Fatal Injury,None,1,0
2011,11,17,1,43.74964538,-79.48759029,Rain,"Dark, artificial",Non-Fatal Injury,Major,1,0
2008,12,17,0,43.65084538,-79.39719029,Snow,Dark,Non-Fatal Injury,None,1,0
2014,6,17,6,43.75547751,-79.24538813,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,6,17,6,43.75547751,-79.24538813,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,6,17,6,43.75547751,-79.24538813,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,6,17,6,43.75547751,-79.24538813,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,10,17,6,43.7162586,-79.44318018,Clear,Daylight,Non-Fatal Injury,None,0,0
2016,10,17,6,43.7162586,-79.44318018,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,10,17,6,43.7162586,-79.44318018,Clear,Daylight,Non-Fatal Injury,None,0,0
2008,10,17,3,43.77414538,-79.41409029,Clear,Daylight,Non-Fatal Injury,None,0,1
2008,10,17,3,43.77414538,-79.41409029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2010,6,17,1,43.67664538,-79.44899029,Clear,Daylight,Non-Fatal Injury, ,0,1
2010,6,17,1,43.67664538,-79.44899029,Clear,Daylight,Non-Fatal Injury,None,0,1
2010,6,17,1,43.67664538,-79.44899029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2012,10,17,3,43.67784538,-79.39789029,Clear,Daylight,Non-Fatal Injury, ,0,1
2012,10,17,3,43.67784538,-79.39789029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,10,17,3,43.67784538,-79.39789029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2012,10,17,3,43.67784538,-79.39789029,Clear,Daylight,Non-Fatal Injury,None,0,1
2014,6,17,6,43.80140646,-79.21810541,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,6,17,6,43.80140646,-79.21810541,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,6,17,6,43.80140646,-79.21810541,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,6,17,6,43.80140646,-79.21810541,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,6,17,6,43.80140646,-79.21810541,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,2,17,4,43.73554538,-79.44269029,Rain,Daylight,Fatal,None,1,0
2008,2,17,4,43.73554538,-79.44269029,Rain,Daylight,Fatal, ,1,0
2008,2,17,4,43.73554538,-79.44269029,Rain,Daylight,Fatal,None,1,0
2008,2,17,4,43.73554538,-79.44269029,Rain,Daylight,Fatal,Fatal,1,0
2007,1,17,1,43.79594538,-79.33269029,Clear,Dark,Fatal, ,1,0
2007,1,17,1,43.79594538,-79.33269029,Clear,Dark,Fatal,None,1,0
2007,1,17,1,43.79594538,-79.33269029,Clear,Dark,Fatal,Fatal,1,0
2007,10,17,1,43.64584538,-79.39989029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,10,17,1,43.64584538,-79.39989029,Clear,Daylight,Non-Fatal Injury, ,0,0
2007,10,17,1,43.64584538,-79.39989029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2007,10,17,1,43.64584538,-79.39989029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,1,17,3,43.78284538,-79.40149029,Snow,Dark,Non-Fatal Injury,None,1,0
2008,1,17,3,43.78284538,-79.40149029,Snow,Dark,Non-Fatal Injury,None,1,0
2008,1,17,3,43.78284538,-79.40149029,Snow,Dark,Non-Fatal Injury,Major,1,0
2008,7,17,4,43.69184538,-79.46579029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,7,17,4,43.69184538,-79.46579029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2009,6,17,2,43.61834538,-79.51129029,Clear,Daylight,Non-Fatal Injury, ,0,0
2009,6,17,2,43.61834538,-79.51129029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,6,17,2,43.61834538,-79.51129029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2009,6,17,2,43.61834538,-79.51129029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2009,6,17,2,43.61834538,-79.51129029,Clear,Daylight,Non-Fatal Injury, ,0,0
2009,6,17,2,43.61834538,-79.51129029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,6,17,1,43.71204538,-79.41169029,Clear,Daylight,Non-Fatal Injury, ,1,0
2010,6,17,1,43.71204538,-79.41169029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,6,17,1,43.71204538,-79.41169029,Clear,Daylight,Non-Fatal Injury, ,1,0
2010,6,17,1,43.71204538,-79.41169029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,6,17,1,43.71204538,-79.41169029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,12,17,1,43.82594538,-79.29729029,Snow,Dark,Non-Fatal Injury,None,1,0
2010,12,17,1,43.82594538,-79.29729029,Snow,Dark,Non-Fatal Injury,Major,1,0
2011,4,17,0,43.68584538,-79.51959029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,4,17,0,43.68584538,-79.51959029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2013,9,17,6,43.73165854,-79.57638178,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,9,17,6,43.73165854,-79.57638178,Clear,Daylight,Non-Fatal Injury,None,0,0
2013,9,17,6,43.73165854,-79.57638178,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,9,17,6,43.73165854,-79.57638178,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2014,3,17,5,43.66063269,-79.44360743,Clear,Daylight,Non-Fatal Injury,None,1,0
2014,3,17,5,43.66063269,-79.44360743,Clear,Daylight,Non-Fatal Injury,Major,1,0
2014,6,17,0,43.6672283,-79.31259547,Clear,Daylight,Non-Fatal Injury,None,1,0
2014,6,17,0,43.6672283,-79.31259547,Clear,Daylight,Non-Fatal Injury,Major,1,0
2014,11,17,0,43.69697912,-79.54668818,Clear,Dark,Non-Fatal Injury,None,1,0
2014,11,17,0,43.69697912,-79.54668818,Clear,Dark,Non-Fatal Injury,Major,1,0
2015,10,17,0,43.78131445,-79.32584772,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2015,10,17,0,43.78131445,-79.32584772,Clear,"Dark, artificial",Non-Fatal Injury,Minor,0,0
2015,10,17,0,43.78131445,-79.32584772,Clear,"Dark, artificial",Non-Fatal Injury,Minor,0,0
2016,1,17,5,43.66497381,-79.42691431,Clear,"Dark, artificial",Non-Fatal Injury,None,0,0
2016,1,17,5,43.66497381,-79.42691431,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2016,10,17,4,43.79109152,-79.2798501,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,10,17,4,43.79109152,-79.2798501,Clear,Daylight,Non-Fatal Injury,Major,1,0
2017,5,17,1,43.64937933,-79.37142573,Rain,Daylight,Non-Fatal Injury,Major,0,0
2007,1,17,1,43.67954538,-79.46539029,Clear,Dark,Non-Fatal Injury,None,1,0
2007,1,17,1,43.67954538,-79.46539029,Clear,Dark,Non-Fatal Injury,Major,1,0
2015,9,17,1,43.65533026,-79.36574946,Clear,Daylight,Fatal,None,1,0
2015,9,17,1,43.65533026,-79.36574946,Clear,Daylight,Fatal,Fatal,1,0
2010,8,17,2,43.79694538,-79.27269029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,8,17,2,43.79694538,-79.27269029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,8,17,2,43.79694538,-79.27269029,Clear,Daylight,Non-Fatal Injury,Minor,1,0
2012,4,17,6,43.77664538,-79.31719029,Clear,Daylight,Non-Fatal Injury, ,0,0
2012,4,17,6,43.77664538,-79.31719029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,4,17,6,43.77664538,-79.31719029,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,6,17,2,43.66614538,-79.35289029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,6,17,2,43.66614538,-79.35289029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2016,1,17,5,43.66470679,-79.43742762,Clear,"Dark, artificial",Fatal,None,1,0
2016,2,17,5,43.75535544,-79.22108851,Clear,Daylight,Non-Fatal Injury,Major,0,1
2016,3,16,6,43.62995871,-79.42554865,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2015,9,17,5,43.69184836,-79.28551111,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2010,7,17,3,43.73594626,-79.25139246,Clear,Daylight,Non-Fatal Injury,Major,1,0
2009,12,17,2,43.71794538,-79.55859029,Clear,Dark,Non-Fatal Injury,Major,1,0
2010,12,17,0,43.61114538,-79.48999029,Clear,Dark,Non-Fatal Injury,Major,1,0
2015,9,17,5,43.69184836,-79.28551111,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,11,17,4,43.66064538,-79.43169029,Clear,Daylight,Non-Fatal Injury,None,0,1
2016,3,16,6,43.62995871,-79.42554865,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2008,12,17,0,43.65084538,-79.39719029,Snow,Dark,Non-Fatal Injury,Major,1,0
2015,12,17,5,43.66992911,-79.43153773,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2015,9,17,5,43.69184836,-79.28551111,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2010,11,17,4,43.68294538,-79.42839029,Clear,Dark,Fatal,None,1,0
2010,11,17,4,43.68294538,-79.42839029,Clear,Dark,Fatal,Fatal,1,0
2014,8,17,2,43.791164,-79.4183465,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,8,17,2,43.791164,-79.4183465,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,8,17,2,43.791164,-79.4183465,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2017,6,17,1,43.77503546,-79.34700403,Clear,Daylight,Non-Fatal Injury,Major,0,0
2017,6,17,1,43.77503546,-79.34700403,Clear,Daylight,Non-Fatal Injury,None,0,0
2017,6,17,1,43.77503546,-79.34700403,Clear,Daylight,Non-Fatal Injury,None,0,0
2017,6,17,1,43.77503546,-79.34700403,Clear,Daylight,Non-Fatal Injury,None,0,0
2008,3,17,0,43.64054538,-79.37849029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,3,17,0,43.64054538,-79.37849029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,3,17,0,43.64054538,-79.37849029,Clear,Daylight,Non-Fatal Injury,None,0,0
2008,6,17,6,43.72104605,-79.53738795,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,17,6,43.72104605,-79.53738795,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,17,6,43.72104605,-79.53738795,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,17,6,43.72104605,-79.53738795,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,17,6,43.72104605,-79.53738795,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,17,6,43.72104605,-79.53738795,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,5,17,0,43.76814538,-79.46959029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,5,17,0,43.76814538,-79.46959029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,7,17,1,43.72184538,-79.45649029,Rain,Daylight,Non-Fatal Injury,None,1,0
2009,7,17,1,43.72184538,-79.45649029,Rain,Daylight,Non-Fatal Injury,Major,1,0
2010,3,17,2,43.72364538,-79.33019029,Clear,Daylight,Non-Fatal Injury, ,0,0
2010,3,17,2,43.72364538,-79.33019029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,3,17,2,43.72364538,-79.33019029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2010,3,17,2,43.72364538,-79.33019029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,3,17,2,43.72364538,-79.33019029,Clear,Daylight,Non-Fatal Injury, ,0,0
2010,3,17,2,43.72364538,-79.33019029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,4,17,3,43.68204538,-79.46649029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,4,17,3,43.68204538,-79.46649029,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,6,17,6,43.65714538,-79.40519029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,6,17,6,43.65714538,-79.40519029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2012,7,17,4,43.66154538,-79.40979029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,7,17,4,43.66154538,-79.40979029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2012,11,17,1,43.80964538,-79.28999029,Clear,"Dark, artificial",Fatal, ,1,0
2012,11,17,1,43.80964538,-79.28999029,Clear,"Dark, artificial",Fatal,None,1,0
2012,11,17,1,43.80964538,-79.28999029,Clear,"Dark, artificial",Fatal,Fatal,1,0
2012,12,17,2,43.66334538,-79.41309029,Clear,"Dark, artificial",Non-Fatal Injury,None,0,1
2012,12,17,2,43.66334538,-79.41309029,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,1
2014,6,17,0,43.64765127,-79.38480006,Clear,Daylight,Non-Fatal Injury,None,0,1
2014,6,17,0,43.64765127,-79.38480006,Clear,Daylight,Non-Fatal Injury,Major,0,1
2014,8,17,1,43.68276556,-79.46330653,Clear,Daylight,Non-Fatal Injury,None,0,1
2014,8,17,1,43.68276556,-79.46330653,Clear,Daylight,Non-Fatal Injury,Major,0,1
2015,12,17,0,43.68120535,-79.33361445,Rain,"Dark, artificial",Non-Fatal Injury,None,1,0
2015,12,17,0,43.68120535,-79.33361445,Rain,"Dark, artificial",Non-Fatal Injury,Major,1,0
2015,9,17,2,43.64074286,-79.41146479,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,9,17,2,43.64074286,-79.41146479,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,9,17,1,43.65287741,-79.48593531,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,9,17,1,43.65287741,-79.48593531,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,4,17,0,43.71914538,-79.60349029,Clear,Daylight,Fatal, ,1,0
2008,4,17,0,43.71914538,-79.60349029,Clear,Daylight,Fatal,Minimal,1,0
2008,4,17,0,43.71914538,-79.60349029,Clear,Daylight,Fatal,Fatal,1,0
2009,10,17,6,43.74104538,-79.58919029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,10,17,6,43.74104538,-79.58919029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2010,6,17,2,43.70314538,-79.43699029,Clear,Daylight,Non-Fatal Injury, ,1,0
2010,6,17,2,43.70314538,-79.43699029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,6,17,2,43.70314538,-79.43699029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2013,4,17,0,43.66794538,-79.37899029,Clear,Daylight,Non-Fatal Injury,None,0,1
2013,4,17,0,43.66794538,-79.37899029,Clear,Daylight,Non-Fatal Injury,None,0,1
2013,4,17,0,43.66794538,-79.37899029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2014,8,17,4,43.79810675,-79.21767054,Clear,Daylight,Fatal,None,0,1
2014,8,17,4,43.79810675,-79.21767054,Clear,Daylight,Fatal,Fatal,0,1
2014,8,17,4,43.79810675,-79.21767054,Clear,Daylight,Fatal,None,0,1
2010,7,17,2,43.67664538,-79.32369029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,7,17,2,43.67664538,-79.32369029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,9,17,1,43.78104538,-79.44479029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2011,9,17,1,43.78104538,-79.44479029,Clear,Daylight,Non-Fatal Injury, ,0,1
2011,9,17,1,43.78104538,-79.44479029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,11,17,2,43.69164538,-79.30339029,Clear,Dark,Non-Fatal Injury,None,1,0
